/* DATA DESCRIPTION:
Citation:	Bange, Hermann W; Nachtigall, Kerstin; Hansen, Levka; Hepach, Helmke; Qelaj, Kastriot; Malien, Frank (2025): Chlorophyll a data from the Boknis Eck time series station 2015 to 2021 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.976764
Abstract:	The dataset was acquired at the time-series station Boknis Eck (54.5°N and 10.0°E) at six standard depths (1, 5, 10, 15, 20, 25 m). The dataset contains data for Chlorophyll a (sampled with a rosette sampler, measured using a fluorometer until 2019 and using high performance liquid chromatography from 2019). The data are from 2015 to 2021.
Keyword(s):	Baltic Sea; Boknis Eck; chlorophyll-a; Time-Series Data
Project(s):	DAM sustainMare - CREATE: Concepts for Reducing the Effects of Anthropogenic pressures and uses on marine Ecosystems and on Biodiversity (CREATE)
	Research Mission of the German Marine Research Alliance (DAM): Protection and sustainable use of marine areas (sustainMare) (URI: https://www.sustainmare.de/index.php.en)
Funding:	Federal Ministry of Education and Research (BMBF) (URI: https://www.bmbf.de/), grant/award no. 03F0910F: DAM sustainMare - CREATE, GEOMAR (URI: https://foerderportal.bund.de/foekat/jsp/SucheAction.do?actionMode=view&fkz=03F0910F)
Coverage:	LATITUDE: 54.529500 * LONGITUDE: 10.039300
	DATE/TIME START: 2015-01-06T09:54:24 * DATE/TIME END: 2021-12-01T09:00:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 25 m
Event(s):	Boknis_Eck_1957 * LATITUDE: 54.529500 * LONGITUDE: 10.039330 * DATE/TIME: 1957-04-30T00:00:00 * LOCATION: Boknis Eck * METHOD/DEVICE: CTD/Rosette (CTD-RO)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	LATITUDE (Latitude) * GEOCODE * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	LONGITUDE (Longitude) * GEOCODE * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	Cast number (Cast) * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	Sample code/label (Sample label) * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/)
	Chlorophyll a [µg/l] (Chl a) * PI: Bange, Hermann W (https://orcid.org/0000-0003-4053-1394, hbange@geomar.de, https://www.geomar.de/hbange/) * METHOD/DEVICE: Fluorometer (FLU) * COMMENT: Fluorometer Welschmeyer (1994) until 2018 and High Performance Liquid Chromatography from 2019
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1423 data points
*/
Date/Time	Latitude	Longitude	Depth water [m]	Cast	Sample label	Chl a [µg/l]
2015-12-08T10:11:04	54.5295	10.0393	1	1	500	1.54
2015-12-08T10:11:04	54.5295	10.0393	5	1	500	
2015-12-08T10:11:04	54.5295	10.0393	10	1	500	1.18
2015-12-08T10:11:04	54.5295	10.0393	15	1	500	1.44
2015-12-08T10:11:04	54.5295	10.0393	20	1	500	1.13
2015-12-08T10:11:04	54.5295	10.0393	25	1	500	0.47
2016-01-05T00:00:00	54.5295	10.0393	1	1	501	
2016-01-05T00:00:00	54.5295	10.0393	5	1	501	
2016-01-05T00:00:00	54.5295	10.0393	10	1	501	
2016-01-05T00:00:00	54.5295	10.0393	15	1	501	
2016-01-05T00:00:00	54.5295	10.0393	20	1	501	
2016-01-05T00:00:00	54.5295	10.0393	25	1	501	
2016-02-09T00:00:00	54.5295	10.0393	1	1	502	
2016-02-09T00:00:00	54.5295	10.0393	5	1	502	
2016-02-09T00:00:00	54.5295	10.0393	10	1	502	
2016-02-09T00:00:00	54.5295	10.0393	15	1	502	
2016-02-09T00:00:00	54.5295	10.0393	20	1	502	
2016-02-09T00:00:00	54.5295	10.0393	25	1	502	
2016-03-08T10:27:07	54.5295	10.0393	1	1	503	3.65
2016-03-08T10:27:07	54.5295	10.0393	5	1	503	3.07
2016-03-08T10:27:07	54.5295	10.0393	10	1	503	2.73
2016-03-08T10:27:07	54.5295	10.0393	15	1	503	2.55
2016-03-08T10:27:07	54.5295	10.0393	20	1	503	1.87
2016-03-08T10:27:07	54.5295	10.0393	25	1	503	1.49
2016-04-12T09:46:11	54.5295	10.0393	1	1	504	0.64
2016-04-12T09:46:11	54.5295	10.0393	5	1	504	0.49
2016-04-12T09:46:11	54.5295	10.0393	10	1	504	0.69
2016-04-12T09:46:11	54.5295	10.0393	15	1	504	1.04
2016-04-12T09:46:11	54.5295	10.0393	20	1	504	0.94
2016-04-12T09:46:11	54.5295	10.0393	25	1	504	0.57
2016-05-03T09:40:37	54.5295	10.0393	1	1	505	0.70
2016-05-03T09:40:37	54.5295	10.0393	5	1	505	0.75
2016-05-03T09:40:37	54.5295	10.0393	10	1	505	1.11
2016-05-03T09:40:37	54.5295	10.0393	15	1	505	1.21
2016-05-03T09:40:37	54.5295	10.0393	20	1	505	0.98
2016-05-03T09:40:37	54.5295	10.0393	25	1	505	0.45
2016-06-01T09:48:23	54.5295	10.0393	1	1	506	
2016-06-01T09:48:23	54.5295	10.0393	5	1	506	
2016-06-01T09:48:23	54.5295	10.0393	10	1	506	
2016-06-01T09:48:23	54.5295	10.0393	15	1	506	
2016-06-01T09:48:23	54.5295	10.0393	20	1	506	
2016-06-01T09:48:23	54.5295	10.0393	25	1	506	
2016-07-05T09:50:35	54.5295	10.0393	1	1	508	1.78
2016-07-05T09:50:35	54.5295	10.0393	5	1	508	2.46
2016-07-05T09:50:35	54.5295	10.0393	10	1	508	1.90
2016-07-05T09:50:35	54.5295	10.0393	15	1	508	1.20
2016-07-05T09:50:35	54.5295	10.0393	20	1	508	0.44
2016-07-05T09:50:35	54.5295	10.0393	25	1	508	0.41
2016-08-03T09:39:54	54.5295	10.0393	1	1	509	0.68
2016-08-03T09:39:54	54.5295	10.0393	5	1	509	0.22
2016-08-03T09:39:54	54.5295	10.0393	10	1	509	2.17
2016-08-03T09:39:54	54.5295	10.0393	15	1	509	2.44
2016-08-03T09:39:54	54.5295	10.0393	20	1	509	4.17
2016-08-03T09:39:54	54.5295	10.0393	25	1	509	1.77
2016-09-21T10:37:05	54.5295	10.0393	1	1	510	1.39
2016-09-21T10:37:05	54.5295	10.0393	5	1	510	1.51
2016-09-21T10:37:05	54.5295	10.0393	10	1	510	
2016-09-21T10:37:05	54.5295	10.0393	15	1	510	1.29
2016-09-21T10:37:05	54.5295	10.0393	20	1	510	1.64
2016-09-21T10:37:05	54.5295	10.0393	25	1	510	0.17
2016-10-19T10:21:13	54.5295	10.0393	1	1	511	2.40
2016-10-19T10:21:13	54.5295	10.0393	5	1	511	3.15
2016-10-19T10:21:13	54.5295	10.0393	10	1	511	4.35
2016-10-19T10:21:13	54.5295	10.0393	15	1	511	2.57
2016-10-19T10:21:13	54.5295	10.0393	20	1	511	0.69
2016-10-19T10:21:13	54.5295	10.0393	25	1	511	0.36
2016-11-08T10:02:27	54.5295	10.0393	1	1	512	1.99
2016-11-08T10:02:27	54.5295	10.0393	5	1	512	4.55
2016-11-08T10:02:27	54.5295	10.0393	10	1	512	4.50
2016-11-08T10:02:27	54.5295	10.0393	15	1	512	5.10
2016-11-08T10:02:27	54.5295	10.0393	20	1	512	3.67
2016-11-08T10:02:27	54.5295	10.0393	25	1	512	0.34
2016-12-06T09:54:39	54.5295	10.0393	1	1	513	3.54
2016-12-06T09:54:39	54.5295	10.0393	5	1	513	2.54
2016-12-06T09:54:39	54.5295	10.0393	10	1	513	3.17
2016-12-06T09:54:39	54.5295	10.0393	15	1	513	1.58
2016-12-06T09:54:39	54.5295	10.0393	20	1	513	1.73
2016-12-06T09:54:39	54.5295	10.0393	25	1	513	0.74
2017-01-10T09:57:46	54.5295	10.0393	1	1	514	1.74
2017-01-10T09:57:46	54.5295	10.0393	5	1	514	1.70
2017-01-10T09:57:46	54.5295	10.0393	10	1	514	1.98
2017-01-10T09:57:46	54.5295	10.0393	15	1	514	1.41
2017-01-10T09:57:46	54.5295	10.0393	20	1	514	2.88
2017-01-10T09:57:46	54.5295	10.0393	25	1	514	1.82
2017-02-21T00:00:00	54.5295	10.0393	1	1	515	
2017-02-21T00:00:00	54.5295	10.0393	5	1	515	
2017-02-21T00:00:00	54.5295	10.0393	10	1	515	
2017-02-21T00:00:00	54.5295	10.0393	15	1	515	
2017-02-21T00:00:00	54.5295	10.0393	20	1	515	
2017-02-21T00:00:00	54.5295	10.0393	25	1	515	
2017-03-13T10:26:42	54.5295	10.0393	1	1	516	8.97
2017-03-13T10:26:42	54.5295	10.0393	5	1	516	6.74
2017-03-13T10:26:42	54.5295	10.0393	10	1	516	3.86
2017-03-13T10:26:42	54.5295	10.0393	15	1	516	1.42
2017-03-13T10:26:42	54.5295	10.0393	20	1	516	0.77
2017-03-13T10:26:42	54.5295	10.0393	25	1	516	0.73
2017-04-10T10:35:37	54.5295	10.0393	1	1	517	6.13
2017-04-10T10:35:37	54.5295	10.0393	5	1	517	6.33
2017-04-10T10:35:37	54.5295	10.0393	10	1	517	6.97
2017-04-10T10:35:37	54.5295	10.0393	15	1	517	1.49
2017-04-10T10:35:37	54.5295	10.0393	20	1	517	0.09
2017-04-10T10:35:37	54.5295	10.0393	25	1	517	0.08
2017-05-03T00:00:00	54.5295	10.0393	1	1	518	
2017-05-03T00:00:00	54.5295	10.0393	5	1	518	
2017-05-03T00:00:00	54.5295	10.0393	10	1	518	
2017-05-03T00:00:00	54.5295	10.0393	15	1	518	
2017-05-03T00:00:00	54.5295	10.0393	20	1	518	
2017-05-03T00:00:00	54.5295	10.0393	25	1	518	
2017-06-21T10:16:02	54.5295	10.0393	1	1	519	1.81
2017-06-21T10:16:02	54.5295	10.0393	5	1	519	1.58
2017-06-21T10:16:02	54.5295	10.0393	10	1	519	1.46
2017-06-21T10:16:02	54.5295	10.0393	15	1	519	2.23
2017-06-21T10:16:02	54.5295	10.0393	20	1	519	0.45
2017-06-21T10:16:02	54.5295	10.0393	25	1	519	0.40
2017-07-17T10:50:00	54.5295	10.0393	1	1	520	0.70
2017-07-17T10:50:00	54.5295	10.0393	5	1	520	1.14
2017-07-17T10:50:00	54.5295	10.0393	10	1	520	1.86
2017-07-17T10:50:00	54.5295	10.0393	15	1	520	1.69
2017-07-17T10:50:00	54.5295	10.0393	20	1	520	0.43
2017-07-17T10:50:00	54.5295	10.0393	25	1	520	0.45
2017-08-01T09:58:53	54.5295	10.0393	1	1	521	2.43
2017-08-01T09:58:53	54.5295	10.0393	5	1	521	0.73
2017-08-01T09:58:53	54.5295	10.0393	10	1	521	0.87
2017-08-01T09:58:53	54.5295	10.0393	15	1	521	1.02
2017-08-01T09:58:53	54.5295	10.0393	20	1	521	1.08
2017-08-01T09:58:53	54.5295	10.0393	25	1	521	0.75
2017-09-12T09:55:48	54.5295	10.0393	1	1	522	2.21
2017-09-12T09:55:48	54.5295	10.0393	5	1	522	2.90
2017-09-12T09:55:48	54.5295	10.0393	10	1	522	2.39
2017-09-12T09:55:48	54.5295	10.0393	15	1	522	0.10
2017-09-12T09:55:48	54.5295	10.0393	20	1	522	0.08
2017-09-12T09:55:48	54.5295	10.0393	25	1	522	0.09
2017-10-24T10:43:32	54.5295	10.0393	1	1	523	12.35
2017-10-24T10:43:32	54.5295	10.0393	5	1	523	9.16
2017-10-24T10:43:32	54.5295	10.0393	10	1	523	2.45
2017-10-24T10:43:32	54.5295	10.0393	15	1	523	0.30
2017-10-24T10:43:32	54.5295	10.0393	20	1	523	0.19
2017-10-24T10:43:32	54.5295	10.0393	25	1	523	0.12
2017-11-09T10:36:59	54.5295	10.0393	1	1	524	6.99
2017-11-09T10:36:59	54.5295	10.0393	5	1	524	6.91
2017-11-09T10:36:59	54.5295	10.0393	10	1	524	6.46
2017-11-09T10:36:59	54.5295	10.0393	15	1	524	4.78
2017-11-09T10:36:59	54.5295	10.0393	20	1	524	2.42
2017-11-09T10:36:59	54.5295	10.0393	25	1	524	0.68
2017-12-19T10:05:58	54.5295	10.0393	1	1	525	2.13
2017-12-19T10:05:58	54.5295	10.0393	5	1	525	4.58
2017-12-19T10:05:58	54.5295	10.0393	10	1	525	5.20
2017-12-19T10:05:58	54.5295	10.0393	15	1	525	5.31
2017-12-19T10:05:58	54.5295	10.0393	20	1	525	3.25
2017-12-19T10:05:58	54.5295	10.0393	25	1	525	3.12
2018-01-10T10:05:03	54.5295	10.0393	1	1	526	2.31
2018-01-10T10:05:03	54.5295	10.0393	5	1	526	2.44
2018-01-10T10:05:03	54.5295	10.0393	10	1	526	2.32
2018-01-10T10:05:03	54.5295	10.0393	15	1	526	2.39
2018-01-10T10:05:03	54.5295	10.0393	20	1	526	2.37
2018-01-10T10:05:03	54.5295	10.0393	25	1	526	2.07
2018-02-20T12:01:42	54.5295	10.0393	1	1	527	2.20
2018-02-20T12:01:42	54.5295	10.0393	5	1	527	2.90
2018-02-20T12:01:42	54.5295	10.0393	10	1	527	2.36
2018-02-20T12:01:42	54.5295	10.0393	15	1	527	0.91
2018-02-20T12:01:42	54.5295	10.0393	20	1	527	0.54
2018-02-20T12:01:42	54.5295	10.0393	25	1	527	0.39
2018-03-26T09:53:23	54.5295	10.0393	1	1	528	2.67
2018-03-26T09:53:23	54.5295	10.0393	5	1	528	1.91
2018-03-26T09:53:23	54.5295	10.0393	10	1	528	1.54
2018-03-26T09:53:23	54.5295	10.0393	15	1	528	1.39
2018-03-26T09:53:23	54.5295	10.0393	20	1	528	0.84
2018-03-26T09:53:23	54.5295	10.0393	25	1	528	0.81
2018-04-18T09:55:01	54.5295	10.0393	1	1	529	2.84
2018-04-18T09:55:01	54.5295	10.0393	5	1	529	3.50
2018-04-18T09:55:01	54.5295	10.0393	10	1	529	3.26
2018-04-18T09:55:01	54.5295	10.0393	15	1	529	1.85
2018-04-18T09:55:01	54.5295	10.0393	20	1	529	1.57
2018-04-18T09:55:01	54.5295	10.0393	25	1	529	1.93
2018-05-08T10:08:43	54.5295	10.0393	1	1	530	0.93
2018-05-08T10:08:43	54.5295	10.0393	5	1	530	1.25
2018-05-08T10:08:43	54.5295	10.0393	10	1	530	1.59
2018-05-08T10:08:43	54.5295	10.0393	15	1	530	1.36
2018-05-08T10:08:43	54.5295	10.0393	20	1	530	0.62
2018-05-08T10:08:43	54.5295	10.0393	25	1	530	0.44
2018-06-21T10:16:12	54.5295	10.0393	1	1	531	2.21
2018-06-21T10:16:12	54.5295	10.0393	5	1	531	2.43
2018-06-21T10:16:12	54.5295	10.0393	10	1	531	1.78
2018-06-21T10:16:12	54.5295	10.0393	15	1	531	0.99
2018-06-21T10:16:12	54.5295	10.0393	20	1	531	0.53
2018-06-21T10:16:12	54.5295	10.0393	25	1	531	0.32
2018-07-12T00:00:00	54.5295	10.0393	1	1	532	
2018-07-12T00:00:00	54.5295	10.0393	5	1	532	
2018-07-12T00:00:00	54.5295	10.0393	10	1	532	
2018-07-12T00:00:00	54.5295	10.0393	15	1	532	
2018-07-12T00:00:00	54.5295	10.0393	20	1	532	
2018-07-12T00:00:00	54.5295	10.0393	25	1	532	
2018-08-01T10:16:39	54.5295	10.0393	1	1	533	1.16
2018-08-01T10:16:39	54.5295	10.0393	5	1	533	1.83
2018-08-01T10:16:39	54.5295	10.0393	10	1	533	4.60
2018-08-01T10:16:39	54.5295	10.0393	15	1	533	7.99
2018-08-01T10:16:39	54.5295	10.0393	20	1	533	4.35
2018-08-01T10:16:39	54.5295	10.0393	25	1	533	0.49
2018-09-20T10:21:47	54.5295	10.0393	1	1	534	1.77
2018-09-20T10:21:47	54.5295	10.0393	5	1	534	2.91
2018-09-20T10:21:47	54.5295	10.0393	10	1	534	1.93
2018-09-20T10:21:47	54.5295	10.0393	15	1	534	2.07
2018-09-20T10:21:47	54.5295	10.0393	20	1	534	1.48
2018-09-20T10:21:47	54.5295	10.0393	25	1	534	0.87
2018-10-18T10:08:40	54.5295	10.0393	1	1	535	2.23
2018-10-18T10:08:40	54.5295	10.0393	5	1	535	7.40
2018-10-18T10:08:40	54.5295	10.0393	10	1	535	1.80
2018-10-18T10:08:40	54.5295	10.0393	15	1	535	5.52
2018-10-18T10:08:40	54.5295	10.0393	20	1	535	0.95
2018-10-18T10:08:40	54.5295	10.0393	25	1	535	0.38
2018-11-13T10:03:27	54.5295	10.0393	1	1	536	2.81
2018-11-13T10:03:27	54.5295	10.0393	5	1	536	1.12
2018-11-13T10:03:27	54.5295	10.0393	10	1	536	1.19
2018-11-13T10:03:27	54.5295	10.0393	15	1	536	0.84
2018-11-13T10:03:27	54.5295	10.0393	20	1	536	0.53
2018-11-13T10:03:27	54.5295	10.0393	25	1	536	0.20
2018-12-12T10:09:15	54.5295	10.0393	1	1	537	3.14
2018-12-12T10:09:15	54.5295	10.0393	5	1	537	4.32
2018-12-12T10:09:15	54.5295	10.0393	10	1	537	3.11
2018-12-12T10:09:15	54.5295	10.0393	15	1	537	3.34
2018-12-12T10:09:15	54.5295	10.0393	20	1	537	3.08
2018-12-12T10:09:15	54.5295	10.0393	25	1	537	2.51
2019-01-08T00:00:00	54.5295	10.0393	1	1	538	
2019-01-08T00:00:00	54.5295	10.0393	5	1	538	
2019-01-08T00:00:00	54.5295	10.0393	10	1	538	
2019-01-08T00:00:00	54.5295	10.0393	15	1	538	
2019-01-08T00:00:00	54.5295	10.0393	20	1	538	
2019-01-08T00:00:00	54.5295	10.0393	25	1	538	
2019-02-26T10:09:01	54.5295	10.0393	1	1	539	4.18
2019-02-26T10:09:01	54.5295	10.0393	5	1	539	6.48
2019-02-26T10:09:01	54.5295	10.0393	10	1	539	9.40
2019-02-26T10:09:01	54.5295	10.0393	15	1	539	6.01
2019-02-26T10:09:01	54.5295	10.0393	20	1	539	0.13
2019-02-26T10:09:01	54.5295	10.0393	25	1	539	0.08
2019-03-20T09:53:38	54.5295	10.0393	1	1	540	5.21
2019-03-20T09:53:38	54.5295	10.0393	5	1	540	6.11
2019-03-20T09:53:38	54.5295	10.0393	10	1	540	6.04
2019-03-20T09:53:38	54.5295	10.0393	15	1	540	7.29
2019-03-20T09:53:38	54.5295	10.0393	20	1	540	8.78
2019-03-20T09:53:38	54.5295	10.0393	25	1	540	9.03
2019-04-24T10:43:49	54.5295	10.0393	1	1	541	0.89
2019-04-24T10:43:49	54.5295	10.0393	5	1	541	1.01
2019-04-24T10:43:49	54.5295	10.0393	10	1	541	1.16
2019-04-24T10:43:49	54.5295	10.0393	15	1	541	0.91
2019-04-24T10:43:49	54.5295	10.0393	20	1	541	1.54
2019-04-24T10:43:49	54.5295	10.0393	25	1	541	2.84
2019-05-28T10:24:20	54.5295	10.0393	1	1	542	1.74
2019-05-28T10:24:20	54.5295	10.0393	5	1	542	2.12
2019-05-28T10:24:20	54.5295	10.0393	10	1	542	2.14
2019-05-28T10:24:20	54.5295	10.0393	15	1	542	1.71
2019-05-28T10:24:20	54.5295	10.0393	20	1	542	0.81
2019-05-28T10:24:20	54.5295	10.0393	25	1	542	1.15
2019-06-26T11:24:30	54.5295	10.0393	1	1	543	1.95
2019-06-26T11:24:30	54.5295	10.0393	5	1	543	2.59
2019-06-26T11:24:30	54.5295	10.0393	10	1	543	2.37
2019-06-26T11:24:30	54.5295	10.0393	15	1	543	2.14
2019-06-26T11:24:30	54.5295	10.0393	20	1	543	1.11
2019-06-26T11:24:30	54.5295	10.0393	25	1	543	0.52
2019-07-31T10:10:16	54.5295	10.0393	1	1	544	1.15
2019-07-31T10:10:16	54.5295	10.0393	5	1	544	1.16
2019-07-31T10:10:16	54.5295	10.0393	10	1	544	1.32
2019-07-31T10:10:16	54.5295	10.0393	15	1	544	0.98
2019-07-31T10:10:16	54.5295	10.0393	20	1	544	1.03
2019-07-31T10:10:16	54.5295	10.0393	25	1	544	1.21
2019-08-27T10:39:15	54.5295	10.0393	1	1	545	0.84
